title,author,num_ratings,num_reviews,avg_rating,num_pages,language,series,1_rating_count,2_rating_count,3_rating_count,4_rating_count,5_rating_count,publish_year,publish_month,publish_day,fiction,republish
Cordelia's Honor,Lois McMaster Bujold,11736.0,561.0,4.37,596.0,English,1,60.0,190.0,1309.0,4002.0,6175.0,1999.0,9.0,7.0,1,1
House Rules,Jodi Picoult,137069.0,10902.0,4.02,532.0,English,0,1312.0,6017.0,28194.0,54310.0,47236.0,2010.0,10.0,23.0,1,0
John Bauers sagovärld,Elsa Olenius,114.0,19.0,4.28,207.0,Swedish,0,2.0,0.0,14.0,46.0,52.0,1991.0,10.0,23.0,1,1
In Search Of Lost Time (All 7 Volumes),Marcel Proust,9251.0,515.0,4.34,?,English,1,249.0,365.0,965.0,2045.0,5627.0,2016.0,10.0,5.0,1,1
Our Revolution: A Future to Believe In,Bernie Sanders,5114.0,748.0,4.24,?,English,0,43.0,117.0,710.0,1943.0,2301.0,2016.0,11.0,15.0,0,0
Body Double,Tess Gerritsen,42732.0,1628.0,4.17,432.0,English,1,193.0,812.0,7138.0,17897.0,16692.0,2005.0,7.0,26.0,1,1
Man vs. Beast,Robert Muchamore,12159.0,246.0,4.15,298.0,English,1,98.0,409.0,2252.0,4194.0,5206.0,2006.0,10.0,19.0,1,0
The Meursault Investigation,Kamel Daoud,5237.0,859.0,3.5,143.0,English,0,182.0,614.0,1711.0,1886.0,844.0,2015.0,6.0,2.0,1,1
The Ladies' Paradise,Émile Zola,10406.0,732.0,3.99,438.0,English,1,140.0,504.0,2253.0,3948.0,3561.0,2008.0,9.0,1.0,1,1
"Strongholds (The Blessed Trinity Series, #2)",Vanessa Davis Griggs,315.0,35.0,4.6,288.0,English,0,1.0,4.0,18.0,75.0,217.0,2008.0,5.0,1.0,0,0
The Gypsies,Jan Yoors,409.0,41.0,4.18,256.0,English,0,1.0,11.0,79.0,141.0,177.0,1987.0,9.0,1.0,0,1
Divine and Dateless,Tara West,1425.0,205.0,3.72,279.0,English,1,86.0,134.0,321.0,431.0,453.0,2014.0,7.0,5.0,0,0
Das Halsband der Taube,Ernst Wilhelm Heine,184.0,9.0,3.99,382.0,?,0,5.0,8.0,40.0,61.0,70.0,2006.0,9.0,1.0,1,1
Lover at Last,J.R. Ward,58353.0,5943.0,4.31,608.0,English,1,626.0,1879.0,7576.0,16803.0,31469.0,2013.0,3.0,26.0,0,0
Twilight's Child,V.C. Andrews,8659.0,84.0,3.83,416.0,English,1,100.0,652.0,2575.0,2641.0,2691.0,1999.0,10.0,23.0,1,1
Little Owl's Book Of Thinking,Ian Gilbert,29.0,3.0,3.69,?,English,0,1.0,3.0,8.0,9.0,8.0,2004.0,10.0,15.0,0,1
Tales of the Dragonfly: Book II: In Flight,Tamara Ferguson,33.0,9.0,4.58,252.0,English,1,0.0,0.0,3.0,8.0,22.0,2014.0,2.0,6.0,0,1
Third Year at Malory Towers,Enid Blyton,8321.0,171.0,4.06,194.0,English,1,43.0,246.0,1971.0,2977.0,3084.0,2006.0,4.0,1.0,1,1
Our Thoughts Determine Our Lives:  The Life and Teachings of Elder Thaddeus of Vitovnica,Ana Smiljanic,791.0,61.0,4.57,212.0,English,0,8.0,14.0,45.0,178.0,546.0,2009.0,10.0,5.0,0,1
Ματωμένα χώματα,Dido Sotiriou,2807.0,94.0,4.33,340.0,"Greek, Modern (1453-)",0,14.0,62.0,319.0,992.0,1420.0,1983.0,10.0,23.0,1,1
Kilkenny,Louis L'Amour,2379.0,76.0,4.04,150.0,English,1,10.0,70.0,578.0,868.0,853.0,1974.0,10.0,23.0,1,1
Terrorists in Love: The Real Lives of Islamic Radicals,Ken Ballen,315.0,85.0,3.87,305.0,English,0,8.0,17.0,74.0,125.0,91.0,2011.0,10.0,4.0,0,1
السابق,Kahlil Gibran,1001.0,120.0,3.77,80.0,Arabic,0,17.0,72.0,290.0,369.0,253.0,1900.0,1.0,1.0,1,0
Encounter in Rendlesham Forest: The Inside Story of the World's Best-Documented UFO Incident,Nick Pope,242.0,42.0,3.93,336.0,English,0,6.0,14.0,45.0,104.0,73.0,2014.0,4.0,15.0,0,1
Jackson Rule,Dinah McCall,1860.0,122.0,4.07,384.0,English,0,35.0,89.0,318.0,680.0,738.0,2009.0,10.0,13.0,1,1
Moon Over Soho,Ben Aaronovitch,39577.0,2869.0,4.1,289.0,English,1,128.0,756.0,6892.0,19054.0,12747.0,2011.0,3.0,1.0,1,0
The Stolen Throne,David Gaider,6408.0,498.0,3.71,400.0,English,1,129.0,530.0,1932.0,2315.0,1502.0,2009.0,3.0,3.0,1,0
No Small Thing,Natale Ghent,804.0,86.0,4.18,256.0,English,0,7.0,30.0,149.0,246.0,372.0,2005.0,3.0,3.0,1,1
A Flash of Hex,Jes Battis,601.0,42.0,3.74,371.0,English,1,15.0,32.0,175.0,249.0,130.0,2009.0,5.0,26.0,0,1
Evasion,CrimethInc.,1136.0,116.0,3.53,288.0,English,0,80.0,159.0,296.0,286.0,315.0,2002.0,1.0,1.0,0,1
The Philosophy of Freedom,Rudolf Steiner,566.0,36.0,4.25,196.0,English,1,11.0,24.0,82.0,145.0,304.0,2012.0,2.0,29.0,0,1
Las Chicas de Alambre,Jordi Sierra i Fabra,2275.0,151.0,3.72,218.0,Spanish,0,60.0,179.0,668.0,805.0,563.0,2012.0,7.0,23.0,1,0
ملحمة السراب,سعد الله ونوس,92.0,13.0,3.88,160.0,Arabic,0,4.0,6.0,15.0,39.0,28.0,1996.0,10.0,23.0,0,0
Tracks,Louise Erdrich,10344.0,573.0,3.94,226.0,English,1,160.0,549.0,2295.0,4116.0,3224.0,1989.0,8.0,7.0,1,1
The Berlin Stories: The Last of Mr Norris/Goodbye to Berlin,Christopher Isherwood,10162.0,520.0,4.03,401.0,English,1,114.0,385.0,2013.0,4219.0,3431.0,1963.0,6.0,1.0,1,1
Be Steadfast,Darussalam,30.0,1.0,4.43,62.0,English,0,1.0,0.0,3.0,7.0,19.0,2013.0,11.0,19.0,0,0
Faeries,Brian Froud,46909.0,259.0,3.85,200.0,English,0,3370.0,3510.0,8973.0,11830.0,19226.0,2002.0,10.0,29.0,1,1
الإصلاح الدينى 5,Will Durant,26.0,5.0,4.0,?,Arabic,1,0.0,0.0,8.0,10.0,8.0,2010.0,10.0,23.0,0,1
Compound Murder,Bill Crider,226.0,45.0,3.93,272.0,English,1,4.0,2.0,51.0,117.0,52.0,2013.0,8.0,13.0,1,0
Secrets and Lies,Christine Amsden,376.0,80.0,4.02,260.0,English,1,9.0,15.0,69.0,150.0,133.0,2013.0,11.0,15.0,0,1
The Harsh Cry of the Heron,Lian Hearn,11043.0,389.0,3.94,744.0,Indonesian,1,171.0,616.0,2530.0,4113.0,3613.0,2006.0,12.0,23.0,1,1
Empress of the Seven Hills,Kate Quinn,4465.0,379.0,4.19,486.0,English,1,26.0,140.0,712.0,1662.0,1925.0,2012.0,4.0,3.0,1,1
Disney's Pooh's Grand Adventure The Search for Christopher Robin (A Little Golden Book),Justine Korman,114.0,11.0,4.05,24.0,English,0,1.0,9.0,26.0,25.0,53.0,1997.0,10.0,23.0,1,0
Can I tell you about Asperger Syndrome?: A guide for friends and family,Jude Welton,314.0,20.0,4.17,48.0,English,0,3.0,14.0,52.0,102.0,143.0,2003.0,9.0,15.0,0,1
Monster,Christopher Pike,2465.0,133.0,3.7,240.0,English,0,45.0,198.0,829.0,770.0,623.0,2001.0,8.0,28.0,1,1
Priestess of Avalon,Marion Zimmer Bradley,15959.0,213.0,4.05,416.0,English,1,126.0,650.0,3613.0,5531.0,6039.0,2002.0,7.0,1.0,1,1
Wall and Piece,Banksy,193419.0,789.0,3.84,240.0,English,0,15334.0,15158.0,34867.0,47474.0,80586.0,2006.0,10.0,23.0,0,1
El camino,Miguel Delibes,4213.0,150.0,3.93,224.0,Spanish,0,96.0,281.0,865.0,1563.0,1408.0,2006.0,1.0,1.0,1,1
Abandon,Meg Cabot,35133.0,3796.0,3.69,304.0,English,1,1494.0,3452.0,9420.0,10756.0,10011.0,2011.0,4.0,26.0,0,0
25 Am: A mystery,Norma Pyper Mitchell,14.0,9.0,4.07,296.0,English,0,0.0,0.0,4.0,5.0,5.0,2013.0,6.0,13.0,1,0
The Charlemagne Pursuit,Steve Berry,17405.0,915.0,3.89,528.0,English,1,228.0,853.0,4332.0,7141.0,4851.0,2008.0,11.0,18.0,1,0
Evolve or Die,Phil Gates,373.0,25.0,3.96,128.0,?,1,6.0,19.0,90.0,126.0,132.0,1999.0,3.0,19.0,0,1
Secrets,Katherine Gilraine,6.0,1.0,4.83,?,English,1,0.0,0.0,0.0,1.0,5.0,2019.0,3.0,23.0,0,1
Strength in What Remains: A Journey of Remembrance and Forgiveness,Tracy Kidder,14658.0,1793.0,4.02,277.0,English,0,161.0,535.0,2962.0,6244.0,4756.0,2009.0,8.0,25.0,0,1
The Slow Moon,Elizabeth Cox,1548.0,178.0,3.28,299.0,English,0,76.0,232.0,608.0,440.0,192.0,2006.0,8.0,1.0,1,1
The House of God,Samuel Shem,14196.0,1002.0,3.94,416.0,English,0,353.0,875.0,2908.0,5176.0,4884.0,2003.0,7.0,1.0,1,1
Riceyman Steps (Including 'Elsie and the Child'),Arnold Bennett,247.0,38.0,3.83,416.0,English,0,3.0,14.0,63.0,109.0,58.0,1991.0,12.0,12.0,1,1
The Dragon's Eye,Kaza Kingsley,5600.0,301.0,4.0,353.0,English,1,189.0,310.0,1123.0,1695.0,2283.0,2007.0,7.0,1.0,1,1
De zwaardvis,Hugo Claus,199.0,9.0,3.02,95.0,Dutch,0,7.0,46.0,93.0,42.0,11.0,1989.0,10.0,23.0,1,0
How to Ruin My Teenage Life,Simone Elkeles,6691.0,363.0,4.05,281.0,English,1,105.0,358.0,1352.0,2169.0,2707.0,2007.0,6.0,8.0,0,1
The Servant: A Simple Story about the True Essence of Leadership,James C. Hunter,4839.0,393.0,3.92,187.0,English,0,125.0,316.0,1097.0,1572.0,1729.0,1998.0,9.0,1.0,0,1
Kappa,Ryūnosuke Akutagawa,2377.0,207.0,3.82,144.0,English,0,33.0,155.0,650.0,903.0,636.0,2000.0,10.0,23.0,1,1
The Uglies Trilogy,Scott Westerfeld,13709.0,807.0,4.06,1216.0,English,1,245.0,701.0,2550.0,4635.0,5578.0,2007.0,10.0,23.0,0,0
"As China Goes, So Goes the World: How Chinese Consumers Are Transforming Everything",Karl Gerth,151.0,40.0,3.77,272.0,English,0,3.0,6.0,41.0,73.0,28.0,2010.0,11.0,9.0,0,0
Parties & Potions,Sarah Mlynowski,4477.0,232.0,4.1,340.0,English,1,68.0,215.0,848.0,1429.0,1917.0,2008.0,12.0,23.0,0,1
House of Many Ways,Diana Wynne Jones,24997.0,1858.0,4.05,416.0,English,1,129.0,839.0,5258.0,10249.0,8522.0,2008.0,6.0,10.0,1,1
Kazan,James Oliver Curwood,1030.0,53.0,4.12,176.0,English,1,18.0,39.0,189.0,336.0,448.0,2006.0,8.0,12.0,1,1
"Your Best Birth: Know All Your Options, Discover the Natural Choices, and Take Back the Birth Experience",Ricki Lake,1146.0,219.0,3.92,238.0,English,0,18.0,49.0,281.0,452.0,346.0,2009.0,5.0,1.0,0,1
The Dante Club,Matthew Pearl,35788.0,2377.0,3.38,424.0,English,1,1923.0,4535.0,12594.0,11352.0,5384.0,2006.0,6.0,27.0,1,1
Human Landscapes from My Country: An Epic Novel in Verse,Nâzım Hikmet Ran,1328.0,60.0,4.59,466.0,English,0,3.0,15.0,95.0,297.0,918.0,2002.0,5.0,1.0,0,1
Taggart,Louis L'Amour,1902.0,64.0,3.89,192.0,English,0,11.0,66.0,603.0,657.0,565.0,1982.0,8.0,1.0,1,1
Give a Boy a Gun,Todd Strasser,6394.0,783.0,3.84,208.0,English,0,135.0,502.0,1597.0,2185.0,1975.0,2002.0,4.0,1.0,1,1
The Mother,Pearl S. Buck,3105.0,203.0,4.03,304.0,English,0,29.0,145.0,638.0,1179.0,1114.0,2004.0,1.0,1.0,1,1
"Never Do Anything, Ever",Jim Benton,5173.0,166.0,4.08,144.0,English,1,133.0,309.0,981.0,1335.0,2415.0,2005.0,11.0,1.0,1,1
Rotten Gods,Greg Barron,184.0,45.0,3.92,464.0,English,1,4.0,10.0,38.0,77.0,55.0,2012.0,7.0,1.0,1,0
Dawn Runner,Terri Farley,556.0,11.0,4.11,212.0,English,1,9.0,21.0,116.0,166.0,244.0,2006.0,5.0,1.0,0,0
Batman: The Golden Age Omnibus Vol. 2,Bill Finger,21.0,1.0,4.19,768.0,English,1,0.0,0.0,3.0,11.0,7.0,2016.0,8.0,30.0,0,0
Written In Red,Anne Bishop,45131.0,5362.0,4.28,19.0,English,1,809.0,1447.0,5227.0,14680.0,22968.0,2016.0,3.0,3.0,0,1
I Am Malala: The Girl Who Stood Up for Education and was Shot by the Taliban,Malala Yousafzai,350545.0,18844.0,4.11,336.0,?,0,11180.0,13927.0,54918.0,116988.0,153532.0,2014.0,11.0,13.0,0,1
Above,Roland Smith,296.0,50.0,4.24,336.0,English,1,0.0,7.0,40.0,125.0,124.0,2016.0,9.0,27.0,0,0
Angels Flight,Michael Connelly,41357.0,1653.0,4.17,454.0,English,1,140.0,630.0,6516.0,18881.0,15190.0,2000.0,1.0,5.0,1,1
Count Me In,Mikal Dawn,191.0,74.0,4.38,326.0,English,1,1.0,2.0,28.0,52.0,108.0,2019.0,5.0,23.0,0,1
Finius Murk and the House of Cards,Gavin Driskell,26.0,2.0,4.08,?,English,0,0.0,1.0,6.0,9.0,10.0,2012.0,11.0,23.0,0,1
The Penitent,Isaac Bashevis Singer,358.0,35.0,3.59,?,English,0,14.0,41.0,102.0,123.0,78.0,1983.0,9.0,1.0,1,1
The Descendants,Kaui Hart Hemmings,19855.0,2411.0,3.83,283.0,English,0,219.0,1063.0,5142.0,8978.0,4453.0,2007.0,5.0,15.0,1,1
The Curious Case of the Clockwork Man,Mark Hodder,3178.0,292.0,3.93,355.0,?,1,33.0,151.0,719.0,1362.0,913.0,2011.0,3.0,23.0,1,1
The Ill-Made Mute,Cecilia Dart-Thornton,4219.0,267.0,3.73,560.0,English,1,252.0,376.0,959.0,1310.0,1322.0,2002.0,4.0,1.0,1,1
Kaz the Minotaur,Richard A. Knaak,6979.0,40.0,3.8,320.0,English,1,83.0,490.0,2193.0,2218.0,1995.0,2004.0,7.0,1.0,1,1
The Complete Poems of Henry Wadsworth Longfellow,Henry Wadsworth Longfellow,251.0,7.0,4.25,1555.0,English,0,3.0,6.0,44.0,71.0,127.0,2012.0,5.0,16.0,0,1
The Sleepwalker,Robert Muchamore,10429.0,202.0,4.16,312.0,English,1,86.0,408.0,1873.0,3475.0,4587.0,2008.0,2.0,7.0,1,0
Welcome to Night Vale,Joseph Fink,29753.0,4565.0,3.84,401.0,English,1,1044.0,2285.0,6547.0,10433.0,9444.0,2015.0,10.0,20.0,1,1
A Mother's Reckoning: Living in the Aftermath of the Columbine Tragedy,Sue Klebold,26438.0,4140.0,4.13,336.0,?,0,449.0,822.0,3983.0,10734.0,10450.0,2016.0,2.0,15.0,0,0
El Llano en llamas,Juan Rulfo,12051.0,701.0,4.19,210.0,Spanish,0,131.0,434.0,1928.0,4078.0,5480.0,2000.0,5.0,28.0,1,1
Heavenly,A.M. Evanston,305.0,33.0,3.87,320.0,?,0,8.0,23.0,68.0,108.0,98.0,2014.0,4.0,17.0,0,0
The Available Wife,Carla Pennington,362.0,68.0,4.35,248.0,English,1,7.0,12.0,42.0,89.0,212.0,2011.0,1.0,17.0,0,1
The Decay of the Angel,Yukio Mishima,2769.0,194.0,4.13,236.0,English,1,22.0,90.0,487.0,1068.0,1102.0,2001.0,1.0,2.0,1,1
Orthodox Dogmatic Theology,Michael Pomazansky,100.0,1.0,3.96,426.0,English,0,2.0,9.0,17.0,35.0,37.0,1997.0,1.0,1.0,0,1
The Testing,Joelle Charbonneau,53583.0,6435.0,4.05,325.0,English,1,900.0,2384.0,9785.0,20505.0,20009.0,2013.0,6.0,4.0,0,0
Secrets of the Morning,V.C. Andrews,9180.0,126.0,3.83,416.0,English,1,120.0,669.0,2713.0,2818.0,2860.0,1991.0,6.0,1.0,1,1
Immaculate,Katelyn Detweiler,1101.0,258.0,3.47,464.0,English,0,54.0,147.0,350.0,329.0,221.0,2015.0,5.0,26.0,0,0
In the Fifth at Malory Towers,Enid Blyton,7686.0,131.0,4.1,182.0,English,1,40.0,199.0,1673.0,2793.0,2981.0,2006.0,4.0,3.0,1,1
Jean de Florette,Marcel Pagnol,1532.0,55.0,4.13,285.0,French,1,19.0,69.0,260.0,532.0,652.0,1974.0,7.0,1.0,1,1
Revenge of the Witch,Joseph Delaney,39586.0,3086.0,3.99,344.0,English,1,575.0,1808.0,8819.0,14777.0,13607.0,2006.0,8.0,1.0,1,1
Waiting For Anya,Michael Morpurgo,1292.0,111.0,3.93,192.0,English,0,18.0,62.0,325.0,477.0,410.0,2007.0,2.0,28.0,1,1
All the Queen's Men,Linda Howard,9405.0,318.0,4.1,376.0,English,1,72.0,350.0,1817.0,3483.0,3683.0,2000.0,6.0,1.0,0,1
Shalako,Louis L'Amour,2223.0,67.0,3.93,208.0,English,0,15.0,87.0,636.0,783.0,702.0,1985.0,1.0,1.0,1,1
A Philosophy of Education,Charlotte M. Mason,259.0,19.0,4.59,360.0,English,1,0.0,2.0,19.0,61.0,177.0,1989.0,10.0,1.0,0,1
Selected Diaries,Virginia Woolf,127.0,10.0,4.37,503.0,English,0,1.0,2.0,15.0,40.0,69.0,2008.0,9.0,4.0,0,1
The Devil You Know,Mike Carey,14776.0,1161.0,3.8,406.0,English,1,265.0,858.0,3885.0,6304.0,3464.0,2007.0,7.0,10.0,1,1
The Nathaniel Hawthorne Short Story Collection: 88 Short Stories,Nathaniel Hawthorne,17.0,1.0,3.88,1152.0,English,0,1.0,0.0,5.0,5.0,6.0,2012.0,12.0,8.0,0,0
Tending Roses,Lisa Wingate,6482.0,1193.0,3.96,336.0,English,1,98.0,346.0,1476.0,2335.0,2227.0,2003.0,2.0,4.0,1,1
"Mes amis, mes amours",Marc Levy,3240.0,139.0,3.47,352.0,French,0,149.0,431.0,1074.0,928.0,658.0,2007.0,5.0,15.0,1,1
Frames of War: When Is Life Grievable?,Judith Butler,561.0,42.0,4.18,193.0,English,0,2.0,18.0,93.0,210.0,238.0,2009.0,5.0,19.0,0,1
Sometimes I Act Crazy: Living with Borderline Personality Disorder,Jerold J. Kreisman,1009.0,57.0,3.86,246.0,English,0,18.0,69.0,273.0,321.0,328.0,2006.0,4.0,1.0,0,1
Inhuman Resources,Jes Battis,427.0,25.0,3.79,305.0,English,1,4.0,17.0,136.0,179.0,91.0,2010.0,5.0,25.0,0,1
How to Know Higher Worlds: A Modern Path of Initiation,Rudolf Steiner,1100.0,71.0,4.19,259.0,English,1,21.0,51.0,175.0,306.0,547.0,1994.0,1.0,1.0,0,1
The Complete Works of H.P. Lovecraft,H.P. Lovecraft,13450.0,342.0,4.35,1305.0,English,0,118.0,308.0,1530.0,4292.0,7202.0,2011.0,3.0,1.0,1,1
Lost in the Forest,Sue Miller,3088.0,341.0,3.35,272.0,English,0,95.0,360.0,1304.0,1018.0,311.0,2006.0,7.0,25.0,1,1
The Original Illustrated Sherlock Holmes,Arthur Conan Doyle,2942.0,249.0,4.5,636.0,English,1,11.0,24.0,236.0,875.0,1796.0,2009.0,11.0,29.0,1,1
الأربعون النووية,يحيى بن شرف النووي,3236.0,215.0,4.64,35.0,Arabic,0,45.0,33.0,203.0,491.0,2464.0,2019.0,5.0,23.0,0,1
How to make most of Ramadan,Darussalam,43.0,1.0,4.63,36.0,Spanish,0,1.0,0.0,3.0,6.0,33.0,2014.0,1.0,7.0,0,0
Auralia's Colors,Jeffrey Overstreet,1744.0,218.0,3.65,334.0,English,1,76.0,194.0,439.0,587.0,448.0,2007.0,9.0,4.0,1,0
The Secret Speech,Tom Rob Smith,15448.0,1398.0,3.79,407.0,English,1,173.0,770.0,4396.0,6838.0,3271.0,2009.0,5.0,26.0,1,1
Doom with a View,Victoria Laurie,4507.0,208.0,4.1,314.0,English,1,20.0,85.0,887.0,1926.0,1589.0,2009.0,9.0,1.0,0,1
الإصلاح الدينى 4,Will Durant,25.0,6.0,4.08,?,Arabic,1,0.0,0.0,7.0,9.0,9.0,2010.0,1.0,23.0,0,1
The Fortress of the Pearl,Michael Moorcock,3137.0,107.0,3.77,212.0,English,1,26.0,248.0,903.0,1198.0,762.0,1990.0,12.0,1.0,1,1
"My Enemies, I Thank You",سلمان العودة,1664.0,219.0,3.97,?,English,0,44.0,112.0,366.0,474.0,668.0,2012.0,10.0,23.0,0,1
Mickey Mouse and the Great Lot Plot,Walt Disney Company,54.0,4.0,4.02,24.0,English,0,0.0,4.0,16.0,9.0,25.0,1974.0,10.0,23.0,0,0
Hills Like White Elephants,Ernest Hemingway,9727.0,423.0,3.93,6.0,?,0,213.0,606.0,2159.0,3435.0,3314.0,1927.0,8.0,23.0,1,0
The Queen's Vow: A Novel of Isabella of Castile,C.W. Gortner,6892.0,647.0,3.91,400.0,English,0,95.0,337.0,1767.0,2566.0,2127.0,2012.0,6.0,12.0,1,0
Don't Let Go,Michelle  Lynn,5964.0,361.0,3.98,?,?,1,112.0,282.0,1242.0,2313.0,2015.0,2013.0,8.0,24.0,0,0
Emperor of Ansalon,Douglas Niles,1003.0,5.0,3.74,308.0,English,1,23.0,86.0,328.0,257.0,309.0,1993.0,12.0,1.0,1,0
The Old Regime and the French Revolution,Alexis de Tocqueville,1511.0,85.0,4.04,320.0,English,0,21.0,73.0,295.0,564.0,558.0,1955.0,10.0,1.0,0,1
Breaking the Tongue,Vyvyane Loh,344.0,55.0,3.76,489.0,English,0,13.0,20.0,82.0,149.0,80.0,2005.0,3.0,17.0,1,1
Elizabeth: The Struggle for the Throne,David Starkey,12726.0,282.0,4.07,384.0,English,0,179.0,429.0,2501.0,4825.0,4792.0,2001.0,12.0,4.0,0,1
Heartless,Gail Carriger,28754.0,2355.0,4.07,374.0,English,1,117.0,711.0,5820.0,12564.0,9542.0,2011.0,7.0,1.0,1,0
The Silenced,James DeVita,961.0,131.0,3.96,512.0,English,0,38.0,53.0,179.0,331.0,360.0,2007.0,7.0,1.0,1,1
Stranger Things Happen,Kelly Link,5190.0,644.0,3.84,266.0,English,0,117.0,456.0,1206.0,1784.0,1627.0,2001.0,7.0,23.0,1,0
My Brilliant Career,Miles Franklin,5229.0,368.0,3.83,280.0,English,0,107.0,337.0,1326.0,2044.0,1415.0,2006.0,8.0,3.0,1,1
Time to Hunt,Stephen Hunter,9306.0,215.0,4.26,596.0,English,1,52.0,205.0,1249.0,3579.0,4221.0,1999.0,4.0,13.0,1,1
Fortune and Fate,Sharon Shinn,3731.0,215.0,4.03,403.0,English,1,18.0,115.0,847.0,1508.0,1243.0,2008.0,11.0,4.0,1,1
Between the Lines,Tammara Webber,27057.0,1527.0,3.71,280.0,English,1,783.0,2113.0,7795.0,9945.0,6421.0,2011.0,4.0,30.0,0,1
Firstborn,Arthur C. Clarke,3147.0,159.0,3.74,364.0,English,1,36.0,244.0,953.0,1195.0,719.0,2007.0,12.0,26.0,1,1
Murder on the Brain,Vanessa Gray Bartal,191.0,9.0,4.02,188.0,English,0,4.0,5.0,45.0,67.0,70.0,2012.0,2.0,15.0,0,0
The Lady Elizabeth,Alison Weir,23657.0,1241.0,3.98,483.0,English,1,289.0,992.0,5304.0,9466.0,7606.0,2008.0,4.0,29.0,1,0
Veil of Midnight,Lara Adrian,28796.0,925.0,4.26,355.0,English,1,150.0,642.0,4300.0,10179.0,13525.0,2008.0,12.0,30.0,0,0
The Ultimate Encyclopedia of Fantasy,David Pringle,123.0,8.0,3.7,304.0,English,0,2.0,6.0,45.0,44.0,26.0,2009.0,9.0,1.0,1,1
Case for Three Detectives,Leo Bruce,170.0,42.0,3.66,240.0,English,1,6.0,18.0,42.0,66.0,38.0,2005.0,8.0,30.0,0,1
The Fisherman's Lady,George MacDonald,1307.0,67.0,4.2,278.0,English,0,8.0,28.0,221.0,491.0,559.0,1991.0,10.0,23.0,1,1
Vaskilintu,Kaari Utrio,251.0,2.0,3.87,757.0,Finnish,1,0.0,17.0,76.0,81.0,77.0,1992.0,10.0,23.0,1,0
Gad's Hall,Norah Lofts,367.0,34.0,3.8,282.0,English,1,11.0,22.0,93.0,145.0,96.0,1978.0,1.0,1.0,1,1
The Wonderful Adventures of Nils,Selma Lagerlöf,8911.0,297.0,4.04,240.0,English,1,119.0,451.0,1881.0,2943.0,3517.0,1995.0,6.0,13.0,1,1
The Black Panthers Speak,Philip S. Foner,521.0,17.0,4.33,328.0,English,0,4.0,12.0,70.0,157.0,278.0,2002.0,8.0,7.0,0,1
The Girl Who Was on Fire: Your Favorite Authors on Suzanne Collins' Hunger Games Trilogy,Leah Wilson,11851.0,511.0,4.3,210.0,English,1,228.0,437.0,1680.0,2667.0,6839.0,2011.0,4.0,5.0,0,0
Description of Paradise in the Glorious Qur'an,Abdul Halim Ibn Muhammad Nassae As-Salafi,105.0,3.0,4.49,241.0,English,0,6.0,3.0,4.0,13.0,79.0,2013.0,11.0,19.0,0,0
Threads West: An American Saga,Reid Lance Rosenthal,276.0,63.0,3.81,229.0,English,1,16.0,19.0,62.0,84.0,95.0,2010.0,10.0,12.0,1,1
Murder in Four Parts,Bill Crider,195.0,27.0,3.82,279.0,English,1,4.0,7.0,48.0,97.0,39.0,2009.0,2.0,17.0,1,0
Inspiration: Your Ultimate Calling,Wayne W. Dyer,6398.0,154.0,4.24,272.0,English,0,108.0,215.0,953.0,1885.0,3237.0,2006.0,2.0,1.0,0,1
A Riot of Our Own: Night and Day with the Clash,Johnny Green,851.0,23.0,4.01,272.0,English,0,10.0,36.0,197.0,300.0,308.0,2003.0,12.0,4.0,0,1
Mile 81,Stephen King,23551.0,1744.0,3.64,80.0,English,0,554.0,2077.0,7734.0,8086.0,5100.0,2011.0,9.0,1.0,1,1
Key to Forever,Christina Skye,356.0,13.0,4.08,380.0,English,1,3.0,13.0,72.0,134.0,134.0,2004.0,6.0,29.0,1,1
Gift of Gold,Jayne Ann Krentz,2403.0,64.0,3.83,384.0,English,1,68.0,157.0,637.0,803.0,738.0,1993.0,5.0,1.0,1,1
The Gargoyles of Notre-Dame: Medievalism and the Monsters of Modernity,Michael Camille,33.0,4.0,4.45,464.0,English,0,0.0,1.0,3.0,9.0,20.0,2009.0,6.0,15.0,0,1
Ordinary Magic,Caitlen Rubino-Bradway,2158.0,249.0,4.03,277.0,English,0,49.0,129.0,412.0,686.0,882.0,2012.0,5.0,8.0,0,0
Botany for Gardeners,Brian Capon,902.0,83.0,4.16,240.0,English,0,5.0,29.0,142.0,369.0,357.0,2004.0,12.0,20.0,0,1
Night Soldiers,Alan Furst,8001.0,736.0,3.97,456.0,English,1,162.0,382.0,1573.0,3340.0,2544.0,2002.0,7.0,9.0,1,1
"Against Our Will: Men, Women and Rape",Susan Brownmiller,3691.0,104.0,4.03,472.0,English,0,88.0,155.0,766.0,1230.0,1452.0,1993.0,5.0,11.0,0,1
Tales From the Hood,Michael Buckley,17738.0,452.0,4.29,274.0,English,1,152.0,393.0,2563.0,5634.0,8996.0,2008.0,5.0,2.0,1,1
Rising '44: The Battle for Warsaw,Norman Davies,1360.0,59.0,4.13,784.0,English,0,19.0,58.0,220.0,488.0,575.0,2004.0,8.0,1.0,0,1
Lanetliler Sirki,Laurell K. Hamilton,85206.0,1555.0,4.17,376.0,Turkish,1,812.0,2657.0,15376.0,29126.0,37235.0,2009.0,10.0,23.0,0,1
Daughters of Iraq,Revital Shiri-Horowitz,226.0,47.0,3.5700000000000003,288.0,English,0,12.0,21.0,66.0,80.0,47.0,2011.0,4.0,7.0,1,1
